Province_State,Country_Region,Last_Update,Total_Confirmed_Cases,Deaths,Recovered,Active_Cases,Incidence_Rate,Case-Fatality_Ratio
Khyber Pakhtunkhwa,Pakistan,2/4/2021,67803,1931,63234,2638,222.1347046,2.84795658
Punjab,Pakistan,2/4/2021,159311,4821,144921,9569,144.8118023,3.026156386
Sindh,Pakistan,2/4/2021,248919,4036,226017,18866,519.8152589,1.621410981
Azad Jammu and Kashmir,Pakistan,2/5/2021,9144,270,8469,405,226.0364081,2.952755906
Balochistan,Pakistan,2/5/2021,18844,196,18547,101,152.6521158,1.040118871
Gilgit-Baltistan,Pakistan,2/5/2021,4913,102,4794,17,484.715623,2.076124567
Islamabad,Pakistan,2/5/2021,41734,478,39987,1269,2079.865562,1.145349116
Khyber Pakhtunkhwa,Pakistan,2/5/2021,68004,1941,63610,2453,222.7932164,2.854243868
Punjab,Pakistan,2/5/2021,159705,4840,145681,9184,145.1699436,3.030587646
Sindh,Pakistan,2/5/2021,249498,4059,226414,19025,521.0243793,1.626866748
Azad Jammu and Kashmir,Pakistan,2/6/2021,9160,270,8488,402,226.4319224,2.947598253
Balochistan,Pakistan,2/6/2021,18849,196,18558,95,152.69262,1.039842962
Gilgit-Baltistan,Pakistan,2/6/2021,4915,102,4794,19,484.9129426,2.075279756
Islamabad,Pakistan,2/6/2021,41819,478,40074,1267,2084.101642,1.143021115
Khyber Pakhtunkhwa,Pakistan,2/6/2021,68180,1948,63799,2433,223.3698237,2.857142857
Punjab,Pakistan,2/6/2021,160162,4854,146235,9073,145.5853512,3.030681435
Sindh,Pakistan,2/6/2021,250043,4066,226752,19225,522.1624978,1.626120307
Azad Jammu and Kashmir,Pakistan,2/7/2021,9199,272,8511,416,227.3959884,2.956843135
Balochistan,Pakistan,2/7/2021,18859,196,18560,103,152.7736284,1.039291585
Gilgit-Baltistan,Pakistan,2/7/2021,4916,102,4795,19,485.0116024,2.074857608
Islamabad,Pakistan,2/7/2021,41934,478,40160,1296,2089.832809,1.139886488
Khyber Pakhtunkhwa,Pakistan,2/7/2021,68338,1952,63953,2433,223.8874599,2.856390295
Punjab,Pakistan,2/7/2021,160580,4880,147115,8585,145.9653082,3.038983684
Sindh,Pakistan,2/7/2021,250648,4087,227148,19413,523.4259137,1.630573553
Azad Jammu and Kashmir,Pakistan,2/8/2021,9219,272,8530,417,227.8903812,2.950428463
Balochistan,Pakistan,2/8/2021,18869,196,18581,92,152.8546367,1.038740792
Gilgit-Baltistan,Pakistan,2/8/2021,4916,102,4795,19,485.0116024,2.074857608
Islamabad,Pakistan,2/8/2021,41994,480,40241,1273,2092.822984,1.143020431
Khyber Pakhtunkhwa,Pakistan,2/8/2021,68531,1957,64112,2462,224.5197623,2.855641972
Punjab,Pakistan,2/8/2021,160935,4900,147685,8350,146.287999,3.044707491
Sindh,Pakistan,2/8/2021,251047,4119,227558,19370,524.2591418,1.640728629
Azad Jammu and Kashmir,Pakistan,2/9/2021,9238,273,8553,412,228.3600544,2.955185105
Balochistan,Pakistan,2/9/2021,18877,196,18593,88,152.9194434,1.038300577
Gilgit-Baltistan,Pakistan,2/9/2021,4918,102,4795,21,485.208922,2.074013827
Islamabad,Pakistan,2/9/2021,42080,480,40352,1248,2097.1089,1.140684411
Khyber Pakhtunkhwa,Pakistan,2/9/2021,68625,1964,64206,2455,224.827723,2.861930783
Punjab,Pakistan,2/9/2021,161347,4919,148496,7932,146.662502,3.048708684
Sindh,Pakistan,2/9/2021,251434,4132,227948,19354,525.0673103,1.643373609
Azad Jammu and Kashmir,Pakistan,2/10/2021,9291,273,8582,436,229.6701955,2.938327414
Balochistan,Pakistan,2/10/2021,18891,197,18612,82,153.032855,1.042824625
Gilgit-Baltistan,Pakistan,2/10/2021,4920,102,4795,23,485.4062416,2.073170732
Islamabad,Pakistan,2/10/2021,42188,481,40449,1258,2102.491214,1.140134635
Khyber Pakhtunkhwa,Pakistan,2/10/2021,68786,1970,64653,2163,225.3551877,2.863954875
Punjab,Pakistan,2/10/2021,161757,4948,149268,7541,147.0351872,3.058909352
Sindh,Pakistan,2/10/2021,251758,4157,228592,19009,525.7439165,1.65118884
Azad Jammu and Kashmir,Pakistan,2/11/2021,9334,276,8614,444,230.7331401,2.956931648
Balochistan,Pakistan,2/11/2021,18898,197,18619,82,153.0895609,1.042438353
Gilgit-Baltistan,Pakistan,2/11/2021,4923,102,4799,22,485.702221,2.071907374
Islamabad,Pakistan,2/11/2021,42279,481,40516,1282,2107.026312,1.137680645
Khyber Pakhtunkhwa,Pakistan,2/11/2021,68972,1976,64933,2063,225.9645568,2.864930697
Punjab,Pakistan,2/11/2021,162391,4982,149987,7422,147.6114856,3.067904009
Sindh,Pakistan,2/11/2021,252296,4171,229215,18910,526.867417,1.653216856
Azad Jammu and Kashmir,Pakistan,2/12/2021,9359,279,8637,443,231.3511311,2.981087723
Balochistan,Pakistan,2/12/2021,18916,197,18629,90,153.2353759,1.041446395
Gilgit-Baltistan,Pakistan,2/12/2021,4929,102,4803,24,486.2941799,2.069385271
Islamabad,Pakistan,2/12/2021,42401,483,40599,1319,2113.106333,1.139124077
Khyber Pakhtunkhwa,Pakistan,2/12/2021,69164,1980,65213,1971,226.593583,2.862760974
Punjab,Pakistan,2/12/2021,162875,4994,150638,7243,148.0514359,3.066155027
Sindh,Pakistan,2/12/2021,252719,4183,229645,18891,527.750764,1.655198066
Azad Jammu and Kashmir,Pakistan,2/13/2021,9408,281,8670,457,232.5623936,2.986819728
Balochistan,Pakistan,2/13/2021,18924,198,18634,92,153.3001826,1.046290425
Gilgit-Baltistan,Pakistan,2/13/2021,4937,102,4805,30,487.0834583,2.066032003
Islamabad,Pakistan,2/13/2021,42513,484,40674,1355,2118.687991,1.13847529
Khyber Pakhtunkhwa,Pakistan,2/13/2021,69386,1986,65349,2051,227.3208945,2.862248869
Punjab,Pakistan,2/13/2021,163367,5026,150984,7357,148.498658,3.07650872
Sindh,Pakistan,2/13/2021,253090,4199,234584,14307,528.5255199,1.659093603
Azad Jammu and Kashmir,Pakistan,2/14/2021,9448,281,8694,473,233.5511793,2.974174428
Balochistan,Pakistan,2/14/2021,18929,199,18638,92,153.3406867,1.051296952
Gilgit-Baltistan,Pakistan,2/14/2021,4940,102,4805,33,487.3794377,2.064777328
Islamabad,Pakistan,2/14/2021,42590,485,40736,1369,2122.525382,1.138764968
Khyber Pakhtunkhwa,Pakistan,2/14/2021,69778,1991,65520,2267,228.6051564,2.853334862
Punjab,Pakistan,2/14/2021,163833,5037,151551,7245,148.9222464,3.074472176
Sindh,Pakistan,2/14/2021,253511,4212,235143,14156,529.4046903,1.661466366
Azad Jammu and Kashmir,Pakistan,2/15/2021,9487,281,8725,481,234.5152453,2.961947929
Balochistan,Pakistan,2/15/2021,18942,199,18655,88,153.4459976,1.050575441
Gilgit-Baltistan,Pakistan,2/15/2021,4940,102,4805,33,487.3794377,2.064777328
Islamabad,Pakistan,2/15/2021,42688,486,40800,1402,2127.409333,1.138493253
Khyber Pakhtunkhwa,Pakistan,2/15/2021,69990,1995,65646,2349,229.2997061,2.850407201
Punjab,Pakistan,2/15/2021,164268,5051,151896,7321,149.3176563,3.074853289
Sindh,Pakistan,2/15/2021,253762,4219,235470,14073,529.9288513,1.662581474
Azad Jammu and Kashmir,Pakistan,2/16/2021,9487,281,8725,481,234.5152453,2.961947929
Balochistan,Pakistan,2/16/2021,18942,199,18655,88,153.4459976,1.050575441
Gilgit-Baltistan,Pakistan,2/16/2021,4940,102,4805,33,487.3794377,2.064777328
Islamabad,Pakistan,2/16/2021,42688,486,40800,1402,2127.409333,1.138493253
Khyber Pakhtunkhwa,Pakistan,2/16/2021,69990,1995,65646,2349,229.2997061,2.850407201
Punjab,Pakistan,2/16/2021,164268,5051,151896,7321,149.3176563,3.074853289
Sindh,Pakistan,2/16/2021,253762,4219,235470,14073,529.9288513,1.662581474
Azad Jammu and Kashmir,Pakistan,2/17/2021,9562,284,8791,487,236.3692185,2.970089939
Balochistan,Pakistan,2/17/2021,18954,199,18667,88,153.5432076,1.049910309
Gilgit-Baltistan,Pakistan,2/17/2021,4943,102,4812,29,487.6754171,2.063524176
Islamabad,Pakistan,2/17/2021,42921,486,40923,1512,2139.021176,1.132312854
Khyber Pakhtunkhwa,Pakistan,2/17/2021,70123,2007,65984,2132,229.7354378,2.862113714
Punjab,Pakistan,2/17/2021,165200,5114,152869,7217,150.1648332,3.095641646
Sindh,Pakistan,2/17/2021,254286,4244,236499,13543,531.0231157,1.668986889
Azad Jammu and Kashmir,Pakistan,2/18/2021,9629,284,8831,514,238.0254345,2.949423616
Balochistan,Pakistan,2/18/2021,18958,199,18668,91,153.5756109,1.049688786
Gilgit-Baltistan,Pakistan,2/18/2021,4945,102,4813,30,487.8727367,2.062689585
Islamabad,Pakistan,2/18/2021,43029,487,41030,1512,2144.40349,1.131794836
Khyber Pakhtunkhwa,Pakistan,2/18/2021,70306,2015,66240,2051,230.3349784,2.866042728
Punjab,Pakistan,2/18/2021,165716,5138,153644,6934,150.633871,3.100485167
Sindh,Pakistan,2/18/2021,254678,4263,237371,13044,531.8417257,1.673878388
Azad Jammu and Kashmir,Pakistan,2/19/2021,9673,285,8865,523,239.1130988,2.946345498
Balochistan,Pakistan,2/19/2021,18967,199,18675,93,153.6485184,1.0491907
Gilgit-Baltistan,Pakistan,2/19/2021,4947,102,4816,29,488.0700564,2.06185567
Islamabad,Pakistan,2/19/2021,43145,488,41139,1518,2150.184494,1.131069649
Khyber Pakhtunkhwa,Pakistan,2/19/2021,70493,2020,66391,2082,230.9476237,2.865532748
Punjab,Pakistan,2/19/2021,166242,5166,153924,7152,151.1119988,3.107517956
Sindh,Pakistan,2/19/2021,255039,4267,238030,12742,532.5955987,1.673077451
Azad Jammu and Kashmir,Pakistan,2/20/2021,9718,286,8899,533,240.2254827,2.942992385
Balochistan,Pakistan,2/20/2021,18972,199,18689,84,153.6890226,1.048914189
Gilgit-Baltistan,Pakistan,2/20/2021,4951,102,4821,28,488.4646956,2.060189861
Islamabad,Pakistan,2/20/2021,43282,488,41203,1591,2157.012058,1.127489488
Khyber Pakhtunkhwa,Pakistan,2/20/2021,70716,2027,66524,2165,231.6782114,2.866395158
Punjab,Pakistan,2/20/2021,166777,5185,154568,7024,151.5983074,3.10894188
Sindh,Pakistan,2/20/2021,255430,4276,238498,12656,533.4121204,1.674039854
Azad Jammu and Kashmir,Pakistan,2/21/2021,9777,288,8938,551,241.6839416,2.945688862
Balochistan,Pakistan,2/21/2021,18979,199,18697,83,153.7457284,1.04852732
Gilgit-Baltistan,Pakistan,2/21/2021,4951,102,4821,28,488.4646956,2.060189861
Islamabad,Pakistan,2/21/2021,43402,488,41279,1635,2162.992407,1.124372149
Khyber Pakhtunkhwa,Pakistan,2/21/2021,70886,2032,66685,2169,232.2351617,2.8665745
Punjab,Pakistan,2/21/2021,167345,5204,154895,7246,152.1146126,3.109743345
Sindh,Pakistan,2/21/2021,255834,4288,238792,12754,534.2557899,1.676086838
Azad Jammu and Kashmir,Pakistan,2/22/2021,9828,288,8971,569,242.9446433,2.93040293
Balochistan,Pakistan,2/22/2021,18988,199,18708,81,153.8186359,1.048030335
Gilgit-Baltistan,Pakistan,2/22/2021,4951,102,4821,28,488.4646956,2.060189861
Islamabad,Pakistan,2/22/2021,43485,492,41363,1630,2167.128815,1.131424629
Khyber Pakhtunkhwa,Pakistan,2/22/2021,71043,2036,66885,2122,232.7495217,2.865869966
Punjab,Pakistan,2/22/2021,167819,5208,155632,6979,152.545473,3.103343483
Sindh,Pakistan,2/22/2021,256220,4292,239111,12817,535.0618701,1.675122941
Azad Jammu and Kashmir,Pakistan,2/23/2021,9878,291,9012,575,244.1806254,2.945940474
Balochistan,Pakistan,2/23/2021,18993,199,18713,81,153.8591401,1.047754436
Gilgit-Baltistan,Pakistan,2/23/2021,4951,102,4826,23,488.4646956,2.060189861
Islamabad,Pakistan,2/23/2021,43623,493,41451,1679,2174.006216,1.130137771
Khyber Pakhtunkhwa,Pakistan,2/23/2021,71146,2043,67007,2096,233.086968,2.871559891
Punjab,Pakistan,2/23/2021,168348,5237,155948,7163,153.0263277,3.110818067
Sindh,Pakistan,2/23/2021,256445,4293,239286,12866,535.5317355,1.674043167
Azad Jammu and Kashmir,Pakistan,2/24/2021,9955,293,9055,607,246.0840379,2.943244601
Balochistan,Pakistan,2/24/2021,19004,199,18716,89,153.9482493,1.047147969
Gilgit-Baltistan,Pakistan,2/24/2021,4954,102,4832,20,488.760675,2.058942269
Islamabad,Pakistan,2/24/2021,43753,494,41539,1720,2180.484927,1.129065436
Khyber Pakhtunkhwa,Pakistan,2/24/2021,71282,2050,67187,2045,233.5325282,2.87590135
Punjab,Pakistan,2/24/2021,168891,5269,156821,6801,153.5199082,3.119763635
Sindh,Pakistan,2/24/2021,256741,4301,240057,12383,536.1498696,1.675229122
Azad Jammu and Kashmir,Pakistan,2/25/2021,10022,296,9097,629,247.7402539,2.953502295
Balochistan,Pakistan,2/25/2021,19010,199,18732,79,153.9968543,1.046817464
Gilgit-Baltistan,Pakistan,2/25/2021,4955,102,4836,17,488.8593348,2.058526741
Islamabad,Pakistan,2/25/2021,43901,494,41640,1767,2187.86069,1.125259106
Khyber Pakhtunkhwa,Pakistan,2/25/2021,71490,2058,67448,1984,234.2139733,2.878724297
Punjab,Pakistan,2/25/2021,169474,5308,157459,6707,154.0498483,3.132043853
Sindh,Pakistan,2/25/2021,257089,4315,240676,12098,536.8765948,1.678407089
Azad Jammu and Kashmir,Pakistan,2/26/2021,10101,296,9144,661,249.6931056,2.93040293
Balochistan,Pakistan,2/26/2021,19035,200,18734,101,154.1993751,1.050696086
Gilgit-Baltistan,Pakistan,2/26/2021,4956,102,4840,14,488.9579946,2.05811138
Islamabad,Pakistan,2/26/2021,44032,496,41765,1771,2194.389237,1.126453488
Khyber Pakhtunkhwa,Pakistan,2/26/2021,71728,2065,67632,2031,234.9937037,2.878931519
Punjab,Pakistan,2/26/2021,170222,5323,159295,5604,154.7297714,3.127092855
Sindh,Pakistan,2/26/2021,257408,4322,240983,12103,537.5427596,1.679046494
Azad Jammu and Kashmir,Pakistan,2/27/2021,10147,297,9185,665,250.8302092,2.92697349
Balochistan,Pakistan,2/27/2021,19038,200,18743,95,154.2236776,1.050530518
Gilgit-Baltistan,Pakistan,2/27/2021,4956,102,4840,14,488.9579946,2.05811138
Islamabad,Pakistan,2/27/2021,44106,496,41894,1716,2198.077119,1.124563551
Khyber Pakhtunkhwa,Pakistan,2/27/2021,72003,2070,67803,2130,235.8946527,2.874880213
Punjab,Pakistan,2/27/2021,170817,5337,160685,4795,155.2706193,3.124396284
Sindh,Pakistan,2/27/2021,257730,4335,241256,12139,538.2151892,1.681992783
Azad Jammu and Kashmir,Pakistan,2/28/2021,10198,297,9195,706,252.0909109,2.912335752
Balochistan,Pakistan,2/28/2021,19045,200,18745,100,154.2803835,1.050144395
Gilgit-Baltistan,Pakistan,2/28/2021,4956,102,4841,13,488.9579946,2.05811138
Islamabad,Pakistan,2/28/2021,44259,496,41995,1768,2205.702063,1.120676021
Khyber Pakhtunkhwa,Pakistan,2/28/2021,72162,2072,68024,2066,236.415565,2.871317314
Punjab,Pakistan,2/28/2021,171349,5350,160997,5002,155.754201,3.122282593
Sindh,Pakistan,2/28/2021,258004,4343,241480,12181,538.7873809,1.683307236
Azad Jammu and Kashmir,Pakistan,3/1/2021,10243,301,9228,714,253.2032948,2.938592209
Balochistan,Pakistan,3/1/2021,19049,200,18754,95,154.3127868,1.049923881
Gilgit-Baltistan,Pakistan,3/1/2021,4956,102,4843,11,488.9579946,2.05811138
Islamabad,Pakistan,3/1/2021,44373,501,42085,1787,2211.383394,1.129064972
Khyber Pakhtunkhwa,Pakistan,3/1/2021,72424,2079,68128,2217,237.2739236,2.870595383
Punjab,Pakistan,3/1/2021,172054,5363,161469,5222,156.3950376,3.117044649
Sindh,Pakistan,3/1/2021,258266,4350,241864,12052,539.3345131,1.684309975
Azad Jammu and Kashmir,Pakistan,3/2/2021,10280,306,9262,712,254.1179216,2.976653696
Balochistan,Pakistan,3/2/2021,19066,200,18762,104,154.450501,1.048987727
Gilgit-Baltistan,Pakistan,3/2/2021,4956,102,4845,9,488.9579946,2.05811138
Islamabad,Pakistan,3/2/2021,44516,501,42203,1812,2218.509976,1.125438045
Khyber Pakhtunkhwa,Pakistan,3/2/2021,72615,2085,68225,2305,237.8996737,2.871307581
Punjab,Pakistan,3/2/2021,172683,5391,161895,5397,156.9667911,3.121905457
Sindh,Pakistan,3/2/2021,258412,4353,242214,11845,539.6394035,1.684519295
Azad Jammu and Kashmir,Pakistan,3/3/2021,10319,306,9302,711,255.0819876,2.965403624
Balochistan,Pakistan,3/3/2021,19076,200,18768,108,154.5315093,1.048437828
Gilgit-Baltistan,Pakistan,3/3/2021,4956,102,4845,9,488.9579946,2.05811138
Islamabad,Pakistan,3/3/2021,44690,501,42317,1872,2227.181482,1.121056165
Khyber Pakhtunkhwa,Pakistan,3/3/2021,72801,2091,68507,2203,238.5090428,2.872213294
Punjab,Pakistan,3/3/2021,173395,5441,162658,5296,157.6139906,3.137922085
Sindh,Pakistan,3/3/2021,258679,4372,247858,6449,540.1969772,1.6901256
Azad Jammu and Kashmir,Pakistan,3/4/2021,10371,307,9347,717,256.367409,2.960177418
Balochistan,Pakistan,3/4/2021,19084,200,18773,111,154.596316,1.047998323
Gilgit-Baltistan,Pakistan,3/4/2021,4957,102,4850,5,489.0566544,2.057696187
Islamabad,Pakistan,3/4/2021,44921,503,42419,1999,2238.693653,1.11974355
Khyber Pakhtunkhwa,Pakistan,3/4/2021,73007,2096,68676,2235,239.1839355,2.870957579
Punjab,Pakistan,3/4/2021,174191,5480,162993,5718,158.3375451,3.14597195
Sindh,Pakistan,3/4/2021,258904,4388,248184,6332,540.6668426,1.694836696
Azad Jammu and Kashmir,Pakistan,3/5/2021,10409,308,9393,708,257.3067554,2.958977808
Balochistan,Pakistan,3/5/2021,19097,200,18779,118,154.7016268,1.047284914
Gilgit-Baltistan,Pakistan,3/5/2021,4957,102,4850,5,489.0566544,2.057696187
Islamabad,Pakistan,3/5/2021,45078,504,42571,2003,2246.517942,1.118062026
Khyber Pakhtunkhwa,Pakistan,3/5/2021,73258,2099,68946,2213,240.0062562,2.865216086
Punjab,Pakistan,3/5/2021,175051,5510,163752,5789,159.1192749,3.147654112
Sindh,Pakistan,3/5/2021,259164,4405,248478,6281,541.2097982,1.699695945
Azad Jammu and Kashmir,Pakistan,3/6/2021,10464,309,9437,718,258.6663358,2.952981651
Balochistan,Pakistan,3/6/2021,19106,200,18791,115,154.7745343,1.046791584
Gilgit-Baltistan,Pakistan,3/6/2021,4958,102,4852,4,489.1553142,2.057281162
Islamabad,Pakistan,3/6/2021,45329,506,42726,2097,2259.026838,1.116283174
Khyber Pakhtunkhwa,Pakistan,3/6/2021,73515,2104,69106,2305,240.848234,2.862000952
Punjab,Pakistan,3/6/2021,175964,5534,164487,5943,159.949181,3.144961469
Sindh,Pakistan,3/6/2021,259392,4411,248811,6170,541.6859285,1.700515051
Azad Jammu and Kashmir,Pakistan,3/7/2021,10534,309,9486,739,260.3967107,2.933358648
Balochistan,Pakistan,3/7/2021,19114,201,18804,109,154.839341,1.051585225
Gilgit-Baltistan,Pakistan,3/7/2021,4959,102,4853,4,489.253974,2.056866304
Islamabad,Pakistan,3/7/2021,45519,508,42853,2158,2268.495723,1.116017487
Khyber Pakhtunkhwa,Pakistan,3/7/2021,73708,2109,69264,2335,241.4805363,2.861290498
Punjab,Pakistan,3/7/2021,177008,5552,164989,6467,160.8981646,3.136581397
Sindh,Pakistan,3/7/2021,259666,4424,248999,6243,542.2581202,1.703727096
Azad Jammu and Kashmir,Pakistan,3/8/2021,10579,311,9533,735,261.5090946,2.939786369
Balochistan,Pakistan,3/8/2021,19117,201,18809,107,154.8636435,1.051420202
Gilgit-Baltistan,Pakistan,3/8/2021,4959,102,4853,4,489.253974,2.056866304
Islamabad,Pakistan,3/8/2021,45740,509,43000,2231,2279.509532,1.112811544
Khyber Pakhtunkhwa,Pakistan,3/8/2021,74027,2113,69397,2517,242.5256372,2.854363948
Punjab,Pakistan,3/8/2021,177823,5565,165678,6580,161.6389899,3.129516429
Sindh,Pakistan,3/8/2021,259855,4426,249188,6241,542.6528072,1.703257586
Azad Jammu and Kashmir,Pakistan,3/9/2021,10626,313,9584,729,262.6709178,2.94560512
Balochistan,Pakistan,3/9/2021,19121,201,18828,92,154.8960469,1.051200251
Gilgit-Baltistan,Pakistan,3/9/2021,4959,102,4853,4,489.253974,2.056866304
Islamabad,Pakistan,3/9/2021,45976,511,43134,2331,2291.270884,1.111449452
Khyber Pakhtunkhwa,Pakistan,3/9/2021,74167,2118,69527,2522,242.9843021,2.855717502
Punjab,Pakistan,3/9/2021,178648,5600,166503,6545,162.3889051,3.13465586
Sindh,Pakistan,3/9/2021,259956,4436,251394,4126,542.8637246,1.706442629
Azad Jammu and Kashmir,Pakistan,3/10/2021,10673,314,9628,731,263.832741,2.942003186
Balochistan,Pakistan,3/10/2021,19141,202,18842,97,155.0580635,1.055326263
Gilgit-Baltistan,Pakistan,3/10/2021,4959,103,4853,3,489.253974,2.07703166
Islamabad,Pakistan,3/10/2021,46229,512,43244,2473,2303.879452,1.107529905
Khyber Pakhtunkhwa,Pakistan,3/10/2021,74433,2122,69849,2462,243.8557655,2.850886032
Punjab,Pakistan,3/10/2021,179654,5629,167269,6756,163.3033471,3.133245015
Sindh,Pakistan,3/10/2021,260150,4442,251531,4177,543.268853,1.707476456
Azad Jammu and Kashmir,Pakistan,3/11/2021,10730,316,9673,741,265.2417606,2.945013979
Balochistan,Pakistan,3/11/2021,19157,202,18845,110,155.1876769,1.05444485
Gilgit-Baltistan,Pakistan,3/11/2021,4959,104,4855,,489.253974,2.097197016
Islamabad,Pakistan,3/11/2021,46579,516,43435,2628,2321.322135,1.107795358
Khyber Pakhtunkhwa,Pakistan,3/11/2021,74722,2129,70044,2549,244.8025809,2.849227804
Punjab,Pakistan,3/11/2021,180944,5662,167967,7315,164.4759417,3.129144929
Sindh,Pakistan,3/11/2021,260406,4448,251673,4285,543.8034554,1.708101964
Azad Jammu and Kashmir,Pakistan,3/12/2021,10816,317,9739,760,267.3676498,2.930843195
Balochistan,Pakistan,3/12/2021,19171,202,18849,120,155.3010886,1.053674821
Gilgit-Baltistan,Pakistan,3/12/2021,4959,103,4856,,489.253974,2.07703166
Islamabad,Pakistan,3/12/2021,46963,520,43658,2785,2340.459251,1.107254647
Khyber Pakhtunkhwa,Pakistan,3/12/2021,75052,2138,70245,2669,245.8837197,2.848691574
Punjab,Pakistan,3/12/2021,182576,5698,168186,8692,165.9594103,3.120892122
Sindh,Pakistan,3/12/2021,260661,4452,252532,3677,544.3359696,1.707965518
Azad Jammu and Kashmir,Pakistan,3/13/2021,10892,317,9808,767,269.2463426,2.910392949
Balochistan,Pakistan,3/13/2021,19188,202,18860,126,155.4388027,1.052741297
Gilgit-Baltistan,Pakistan,3/13/2021,4960,103,4856,1,489.3526338,2.076612903
Islamabad,Pakistan,3/13/2021,47365,522,43808,3035,2360.493419,1.102079595
Khyber Pakhtunkhwa,Pakistan,3/13/2021,75357,2147,70360,2850,246.882954,2.849104927
Punjab,Pakistan,3/13/2021,183815,5732,168979,9104,167.0856465,3.118352692
Sindh,Pakistan,3/13/2021,260959,4453,252625,3881,544.9582802,1.706398323
Azad Jammu and Kashmir,Pakistan,3/14/2021,10952,320,9864,768,270.7295211,2.92184076
Balochistan,Pakistan,3/14/2021,19206,202,18868,136,155.5846177,1.05175466
Gilgit-Baltistan,Pakistan,3/14/2021,4960,103,4856,1,489.3526338,2.076612903
Islamabad,Pakistan,3/14/2021,47710,524,44043,3143,2377.686921,1.098302243
Khyber Pakhtunkhwa,Pakistan,3/14/2021,75725,2153,70514,3058,248.0885876,2.843182569
Punjab,Pakistan,3/14/2021,185468,5753,169752,9963,168.5882039,3.101882805
Sindh,Pakistan,3/14/2021,261179,4453,252674,4052,545.4177042,1.704960965
Azad Jammu and Kashmir,Pakistan,3/15/2021,11017,320,9926,771,272.3362979,2.904601979
Balochistan,Pakistan,3/15/2021,19220,202,18881,137,155.6980294,1.050988554
Gilgit-Baltistan,Pakistan,3/15/2021,4961,103,4856,2,489.4512936,2.076194316
Islamabad,Pakistan,3/15/2021,48081,526,44152,3403,2396.176165,1.09398723
Khyber Pakhtunkhwa,Pakistan,3/15/2021,76104,2159,70655,3290,249.3302591,2.83690739
Punjab,Pakistan,3/15/2021,186659,5769,170695,10195,169.6708087,3.090662652
Sindh,Pakistan,3/15/2021,261411,4458,252713,4240,545.9021877,1.705360524
Azad Jammu and Kashmir,Pakistan,3/16/2021,11089,322,9985,782,274.1161121,2.903778519
Balochistan,Pakistan,3/16/2021,19233,202,18890,141,155.8033403,1.050278168
Gilgit-Baltistan,Pakistan,3/16/2021,4961,103,4856,2,489.4512936,2.076194316
Islamabad,Pakistan,3/16/2021,48495,526,44409,3560,2416.808368,1.084647902
Khyber Pakhtunkhwa,Pakistan,3/16/2021,76379,2169,70861,3349,250.2312081,2.839785805
Punjab,Pakistan,3/16/2021,188225,5812,171156,11257,171.094284,3.087793864
Sindh,Pakistan,3/16/2021,261582,4461,252857,4264,546.2592854,1.705392573
Azad Jammu and Kashmir,Pakistan,3/17/2021,11161,322,10045,794,275.8959264,2.885046143
Balochistan,Pakistan,3/17/2021,19247,202,18896,149,155.9167519,1.04951421
Gilgit-Baltistan,Pakistan,3/17/2021,4965,103,4856,6,489.8459328,2.074521652
Islamabad,Pakistan,3/17/2021,48938,529,44636,3773,2438.885821,1.080959582
Khyber Pakhtunkhwa,Pakistan,3/17/2021,76819,2179,71104,3536,251.6727264,2.836537836
Punjab,Pakistan,3/17/2021,189362,5853,173289,10220,172.1278035,3.09090525
Sindh,Pakistan,3/17/2021,261823,4468,253041,4314,546.7625635,1.706496374
Azad Jammu and Kashmir,Pakistan,3/18/2021,11264,328,10106,830,278.4420495,2.911931818
Balochistan,Pakistan,3/18/2021,19269,202,18908,159,156.0949703,1.048315948
Gilgit-Baltistan,Pakistan,3/18/2021,4965,103,4856,6,489.8459328,2.074521652
Islamabad,Pakistan,3/18/2021,49476,531,44828,4117,2465.697717,1.073247635
Khyber Pakhtunkhwa,Pakistan,3/18/2021,77443,2188,71297,3958,253.7170616,2.825303772
Punjab,Pakistan,3/18/2021,191186,5896,174269,11021,173.7857978,3.083907818
Sindh,Pakistan,3/18/2021,262207,4469,253237,4501,547.5644672,1.704378602
Azad Jammu and Kashmir,Pakistan,3/19/2021,11377,328,10178,871,281.2353691,2.883009581
Balochistan,Pakistan,3/19/2021,19290,202,18910,178,156.2650878,1.047174702
Gilgit-Baltistan,Pakistan,3/19/2021,4967,103,4856,8,490.0432525,2.07368633
Islamabad,Pakistan,3/19/2021,50096,536,44976,4584,2496.596185,1.069945704
Khyber Pakhtunkhwa,Pakistan,3/19/2021,77972,2196,71518,4258,255.4501598,2.816395629
Punjab,Pakistan,3/19/2021,193054,5919,174566,12569,175.4837876,3.065981539
Sindh,Pakistan,3/19/2021,262503,4473,253310,4720,548.1826012,1.703980526
Azad Jammu and Kashmir,Pakistan,3/20/2021,11483,330,10242,911,283.8556511,2.873813463
Balochistan,Pakistan,3/20/2021,19306,203,18919,184,156.3947011,1.051486584
Gilgit-Baltistan,Pakistan,3/20/2021,4967,103,4856,8,490.0432525,2.07368633
Islamabad,Pakistan,3/20/2021,50843,539,45161,5143,2533.823855,1.060126271
Khyber Pakhtunkhwa,Pakistan,3/20/2021,78653,2202,71861,4590,257.6812371,2.79963892
Punjab,Pakistan,3/20/2021,195087,5944,175265,13878,177.3317603,3.046845766
